Fund_Type,Fund_Manager,DBPedia_Fund_Manager,DBPediaURI_Fund_Manager,DBPediaData_Fund_Manager,Fund_Name,Fund_Contact,Fund_Contact_Telephone,Fund_Projected_Equity,Fund_Equity_Raised,Fund_Equity_Invested,Fund_Target_IRR,Fund_Minimum_IRR,Fund_Asset_Classes,Fund_Target_Locations,Fund_Data_Date,Fund_Data_Year,Fund_Currency
Fund of Funds,Metropolitan Real Estate Equity,,,,Metropolitan Real Estate Partners International 4,Jeff Gardner,212-812-4945,"156,000,000","156,000,000",,13-15,0.13,Office,Europe,1/11/12,2012,
Fund of Funds,Metropolitan Real Estate Equity,,,,Metropolitan Real Estate Partners International Fund 3,Jeff Gardner,212-812-4945,"168,000,000","168,000,000","5,000,000",13-15,0.13,Office,Europe,1/11/12,2012,
Fund of Funds,Metropolitan Real Estate Equity,,,,Metropolitan Real Estate Partners International Fund 3,Jeff Gardner,212-812-4945,"168,000,000","168,000,000","5,000,000",13-15,0.13,Office,United States,1/11/12,2012,
Fund of Funds,Metropolitan Real Estate Equity,,,,MREP Distressed Strategies Fund 2,Jeff Gardner,212-812-4945,"89,000,000","89,000,000",,13-15,0.13,Office,United States,1/11/12,2012,
Fund of Funds,Oak Street Real Estate Capital,,,,Oak Street Added Alpha Real Estate Fund,Larissa Herczeg,312-448-4833,"150,000,000",0,0,13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Fund of Funds,Partners Group,Partners Group,http://live.dbpedia.org/resource/Partners_Group,http://live.dbpedia.org/data/Partners_Group.json,Partners Group Asia-Pacific Real Estate 2011,Claude Angeloz,41-41-784-6000,"190,000,000","190,000,000",0,15,0.15,"Secondary Stakes, Fund Pledges",Asia,3/1/13,2013,USD
Fund of Funds,Partners Group,Partners Group,http://live.dbpedia.org/resource/Partners_Group,http://live.dbpedia.org/data/Partners_Group.json,Partners Group Global Real Estate 2011,Claude Angeloz,41-41-784-6000,"875,000,000","875,000,000",0,16+,0.16,"Secondary Stakes, Debt, Preferred Equity",Global,3/1/13,2013,USD
Fund of Funds,"Penn Square Real Estate, Townsend",,,,TREA/TownSquare Real Estate Alpha Fund,Jon Albro,610-745-4861,"300,000,000","161,000,000","12,000,000",15+,0.15,"Niche, Secondary Stakes",Global,3/1/13,2013,USD
Fund of Funds,Portfolio Advisors,,,,Portfolio Advisors Real Estate Fund 5,Kenneth Wisdom,203-662-3467,"400,000,000","50,000,000",0,14,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Global,3/1/13,2013,USD
Fund of Funds,Portfolio Advisors,,,,Portfolio Advisors Real Estate Fund 5,Kenneth Wisdom,203-662-3467,"400,000,000",0,0,,,Office,United States,1/11/12,2012,
Fund of Funds,Portfolio Advisors,,,,Portfolio Advisors Real Estate Fund 4,Kenneth Wisdom,203-662-3467,"309,900,000","309,900,000",,14,0.14,Office,California,1/11/12,2012,
Fund of Funds,Portfolio Advisors,,,,Portfolio Advisors Real Estate Fund 4,Kenneth Wisdom,203-662-3467,"400,000,000","400,000,000","220,000,000",,,Office,United States,1/11/12,2012,
Fund of Funds,Quilvest Private Equity,,,,QS REP 2,Ione S.V. Permison,212-920-3863,"300,000,000","250,000,000","23,000,000",15,0.15,"Secondary Stakes, Fund Pledges",Global,3/1/13,2013,USD
Fund of Funds,Verdis Investment,,,,Verdis Real Estate Partners 3,"Jamie Biddle, Brooks Blake",610-397-1600,"125,000,000","45,000,000",0,15+,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Fund of Funds,Verdis Investment,,,,Verdis Real Estate Partners 3,"Jamie Biddle, Brooks Blake",610-397-1600,"125,000,000",0,0,15+,0.15,"Office, Retail",United States,1/11/12,2012,
Fund of Funds,Verdis Investment,,,,Verdis Real Assets Fund 2,Jamie Biddle,610-397-1600,"50,000,000","26,600,000",,15+,0.15,Office,United States,1/11/11,2011,
Fund of Funds,AVP Advisors,,,,American Value Partners Fund 1,Barry Chase,310-689-7716,"400,000,000","400,000,000","227,000,000",13-15,0.13,Office,United States,1/11/12,2012,
Fund of Funds,Clerestory Capital,,,,Clerestory Small Cap Real Estate Fund 1,Joanne Douvas,212-584-2020,"195,000,000","195,000,000","135,000,000",18,0.18,Office,England,1/11/12,2012,
Fund of Funds,Clerestory Capital,,,,Clerestory Small Cap Real Estate Fund 2,Joanne Douvas,212-584-2020,"400,000,000",0,0,,,"Office, Retail, Industrial","United States, Europe, Asia",1/11/12,2012,
Fund of Funds,FLAG Capital,,,,FLAG Real Assets Partners Fund 1,Timo Fritzinger,617-557-5718,"150,000,000","150,000,000","48,000,000",15,0.15,Office,Eastern United States,1/11/12,2012,
Fund of Funds,FLAG Capital,,,,FLAG Real Estate Partners Fund 2,Aliza Samuels,617-557-5717,"75,600,000","75,600,000","57,000,000",20,0.20,Office,United States,1/11/12,2012,
Fund of Funds,Liquid Realty Partners,Liquid Realty Partners,http://live.dbpedia.org/resource/Liquid_Realty_Partners,http://live.dbpedia.org/data/Liquid_Realty_Partners.json,Liquid Realty Partners 5,Scott Landress,415-875-7500,"750,000,000",,,15,0.15,Secondary Stakes,United States,1/11/12,2012,
Fund of Funds,Liquid Realty Partners,Liquid Realty Partners,http://live.dbpedia.org/resource/Liquid_Realty_Partners,http://live.dbpedia.org/data/Liquid_Realty_Partners.json,Liquid Realty Partners 5,Scott Landress,415-875-7500,"750,000,000",0,0,,,Secondary Stakes,"United States, Asia",1/11/12,2012,
Fund of Funds,Penn Square Real Estate,,,,Penn Square Global Real Estate Fund 2,Jon Albro,610-745-4861,"145,000,000","145,000,000","71,000,000",12+,0.12,Office,United States,1/11/12,2012,
Fund of Funds,Penn Square Real Estate,,,,Penn Square Global Real Estate Fund 2,Jon Albro,610-745-4861,"145,000,000","145,000,000","76,900,000",12+,0.12,Office,Southwestern United States,1/11/12,2012,
Fund of Funds,Penn Square Real Estate,,,,Townsquare Real Estate Alpha Fund,Jon Albro,610-745-4861,"300,000,000",,,15+,0.15,Office,United States,1/11/11,2011,
Fund of Funds,Penn Square Real Estate,,,,Townsquare Real Estate Alpha Fund,Jon Albro,610-745-4861,"300,000,000","50,000,000",0,15+,0.15,"Other, Secondary Stakes","United States, Asia",1/11/12,2012,
Fund of Funds,Sterling Stamos Capital,,,,Sterling Stamos Real Assets 2,Bruce Pflaum,650-233-5035,"125,000,000","125,000,000","92,000,000",15+,0.15,"Office, Lodging, Multifamily","United States, Canada",1/11/12,2012,
Fund of Funds,Sterling Stamos Capital,,,,Sterling Stamos Real Assets 2,David Hood,650-233-5023,"125,000,000","125,000,000","50,000,000",15+,0.15,"Office, Multifamily, Retail","Sweden, Finland, Baltic States",1/11/11,2011,
High Yield Debt,BlackRock,BlackRock,http://live.dbpedia.org/resource/BlackRock,http://live.dbpedia.org/data/BlackRock.json,Carbon Capital Fund 5,Robert Karnes,212-810-3313,"400,000,000",0,0,13-15,0.13,"B Notes, Mezzanine Loans, CMBS",United States,3/1/13,2013,USD
High Yield Debt,BlackRock,BlackRock,http://live.dbpedia.org/resource/BlackRock,http://live.dbpedia.org/data/BlackRock.json,Carbon Capital Fund 5,Robert Karnes,212-810-3313,"400,000,000",0,0,13-15,0.13,"CMBS, Debt, B Notes, Mezzanine Loans",United States,1/11/12,2012,
High Yield Debt,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Debt Strategies 2,Michael Nash,212-583-5127,"2,500,000,000",0,0,,0.00,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
High Yield Debt,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Special Situations 2,Michael Nash,212-583-5127,"2,700,000,000","2,700,000,000","540,000,000",14,0.14,Office,United States,1/11/12,2012,
High Yield Debt,Bloomfield Capital,,,,Bloomfield Capital Income Fund 2,Nicholas Coburn,248-745-1700,"50,000,000","18,000,000",0,,0.00,"Debt, Mezzanine Loans, Preferred Equity, Bridge Loans",United States,3/1/13,2013,USD
High Yield Debt,Bloomfield Capital,,,,Bloomfield Institutional Opportunity Fund 1,Erik Stamell,248-745-1700,"100,000,000","10,000,000",,14-16,0.14,Debt,Eastern United States,1/11/11,2011,
High Yield Debt,Bloomfield Capital,,,,Bloomfield Institutional Opportunity Fund 1,Erik Stamell,248-745-1700,"100,000,000","10,000,000",,14-16,0.14,Debt,United States,1/11/12,2012,
High Yield Debt,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Real Estate Finance 3,Andrea Balkan,212-417-7277,"440,000,000","440,000,000",0,13,0.13,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
High Yield Debt,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Real Estate Finance 3,Andrea Balkan,212-417-7277,"500,000,000","400,000,000",,13,0.13,Debt,United States,1/11/12,2012,
High Yield Debt,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Real Estate Finance Fund 3,Andrea Balkan,212-417-7277,"500,000,000",,,13,0.13,Mezzanine Loans,"Eastern United States, Washington D.C., Southeastern United States",1/11/12,2012,
High Yield Debt,C-III Capital,,,,C-III High Yield Real Estate Debt Fund 1,Bob Lieber,212-705-5050,"250,000,000",0,0,10,0.10,"CMBS, B Pieces, Debt",United States,3/1/13,2013,USD
High Yield Debt,Cerberus Real Estate Capital,Cerberus Capital Management,http://live.dbpedia.org/resource/Cerberus_Capital_Management,http://live.dbpedia.org/data/Cerberus_Capital_Management.json,Cerberus Institutional Real Estate Partners 3,"Paul Fox, Ronald Kravit",212-891-2100,"1,250,000,000","579,000,000",0,13-16,0.13,"Office, Lodging","United States, Europe",3/1/13,2013,USD
High Yield Debt,Cerberus Real Estate Capital,Cerberus Capital Management,http://live.dbpedia.org/resource/Cerberus_Capital_Management,http://live.dbpedia.org/data/Cerberus_Capital_Management.json,Cerberus Institutional Real Estate Partners 3,"Paul Fox, Ronald Kravit",212-891-2100,"1,250,000,000","300,000,000",0,13-16,0.13,"Office, Lodging",United States,1/11/12,2012,
High Yield Debt,Cerberus Real Estate Capital,Cerberus Capital Management,http://live.dbpedia.org/resource/Cerberus_Capital_Management,http://live.dbpedia.org/data/Cerberus_Capital_Management.json,Cerberus Institutional Real Estate Partners 2,"Paul Fox, Ronald Kravit",212-891-2100,"1,250,000,000","1,250,000,000","375,000,000",13-16,0.13,"Office, Lodging","Eastern United States, Washington D.C.",1/11/11,2011,
High Yield Debt,Colony Capital,Colony Capital,http://live.dbpedia.org/resource/Colony_Capital,http://live.dbpedia.org/data/Colony_Capital.json,Colony Distressed Credit Fund 3,Kevin Traenkle,310-552-7212,"750,000,000",0,0,15,0.15,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","United States, Europe",3/1/13,2013,USD
High Yield Debt,Colony Capital,Colony Capital,http://live.dbpedia.org/resource/Colony_Capital,http://live.dbpedia.org/data/Colony_Capital.json,Colony Distressed Credit Fund 2,Kevin Traenkle,310-552-7212,"1,000,000,000","935,000,000","300,000,000",15,0.15,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","United States, Europe",1/11/12,2012,
High Yield Debt,Colony Capital,Colony Capital,http://live.dbpedia.org/resource/Colony_Capital,http://live.dbpedia.org/data/Colony_Capital.json,Colony Distressed Credit Fund 2,Kevin Traenkle,310-282-8820,"750,000,000",,,12.5,0.13,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","United States, Europe, Asia",1/11/12,2012,
High Yield Debt,Contrarian Capital,,,,Contrarian Distressed Real Estate Debt Fund 2,Brett Rowland,203-862-8239,"450,000,000","450,000,000","131,000,000",15-17,0.15,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
High Yield Debt,Contrarian Capital,,,,Contrarian Distressed Real Estate Debt Fund 2,Brett Rowland,203-862-8239,"350,000,000","127,000,000",,15-17,0.15,Distressed,United States,1/11/11,2011,
High Yield Debt,Contrarian Capital,,,,Contrarian Distressed Real Estate Debt Fund 2,Brett Rowland,203-862-8239,"450,000,000","450,000,000","45,000,000",15-17,0.15,Distressed,United States,1/11/12,2012,
High Yield Debt,Cornerstone Real Estate,,,,Cornerstone Enhanced Mortgage Fund 1,Robert Little,860-509-2400,"315,000,000","315,000,000","143,000,000",11-14,0.11,Bridge Loans,United States,3/1/13,2013,USD
High Yield Debt,Cornerstone Real Estate,,,,Cornerstone Enhanced Mortgage Fund 1,Robert Little,860-509-2400,"500,000,000",,,11-14,0.11,Debt,United States,1/11/12,2012,
High Yield Debt,Cornerstone Real Estate,,,,Cornerstone Enhanced Mortgage Fund 1,Robert Little,860-509-2400,"500,000,000","260,000,000",0,11-14,0.11,"Debt, Mezzanine Loans, Preferred Equity, Bridge Loans",United States,1/11/12,2012,
High Yield Debt,CrossHarbor Capital Partners,CrossHarbor Capital Partners,http://live.dbpedia.org/resource/CrossHarbor_Capital_Partners,http://live.dbpedia.org/data/CrossHarbor_Capital_Partners.json,CrossHarbor Institutional Partners 2,Jay Hart,617-624-8327,"425,000,000","425,000,000","215,000,000",16,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
High Yield Debt,CrossHarbor Capital Partners,CrossHarbor Capital Partners,http://live.dbpedia.org/resource/CrossHarbor_Capital_Partners,http://live.dbpedia.org/data/CrossHarbor_Capital_Partners.json,CrossHarbor Institutional Partners 2,Jay Hart,617-624-8327,"750,000,000","131,900,000",,16,0.16,Office,United States,1/11/12,2012,
High Yield Debt,CrossHarbor Capital Partners,CrossHarbor Capital Partners,http://live.dbpedia.org/resource/CrossHarbor_Capital_Partners,http://live.dbpedia.org/data/CrossHarbor_Capital_Partners.json,CrossHarbor Institutional Partners 2,Jay Hart,617-624-8327,"750,000,000","500,000,000",,,,Office,United States,1/11/12,2012,
High Yield Debt,Davis Cos.,,,,Davis Investment Ventures Value Opportunity Fund 1,Jonathan Davis,617-513-1113,"229,000,000","229,000,000","100,000,000",15,0.15,Office,Los Angeles,1/11/12,2012,
High Yield Debt,Davis Cos.,,,,Davis Investment Ventures Value Opportunity Fund 2,Jonathan Davis,617-513-1113,"350,000,000",0,0,15,0.15,"Multifamily, Residential",United States,1/11/12,2012,
High Yield Debt,Duet Private Equity,,,,Duet European Real Estate Debt Fund 2,Alina Gorbacheva,646-747-2435,"500,000,000","200,000,000",0,14,0.14,"Mezzanine Loans, CMBS",Europe,3/1/13,2013,USD
High Yield Debt,Duet Private Equity,,,,Duet European Real Estate Debt Fund 1,Alina Gorbacheva,646-747-2435,"478,710,000","478,710,000","287,246,165",17,0.17,Debt,Europe,1/11/12,2012,
High Yield Debt,Fir Tree Partners,,,,Fir Tree Real Estate Fund 3,Jeffrey Tannenbaum,212-599-0090,"500,000,000",0,0,12-14,0.12,"CMBS, RMBS, Debt",United States,3/1/13,2013,USD
High Yield Debt,Fir Tree Partners,,,,Fir Tree Real Estate Opportunity Fund 2,Jeffrey Tannenbaum,212-599-0090,"628,000,000","628,000,000",0,20,0.20,"Debt, RMBS",United States,1/11/12,2012,
High Yield Debt,Fortress Investment Group,Fortress Investment Group,http://live.dbpedia.org/resource/Fortress_Investment_Group,http://live.dbpedia.org/data/Fortress_Investment_Group.json,Fortress Japan Opportunity Fund 2,Thomas Pulley,81-36-438-4400,"1,382,000,000","1,382,000,000","459,000,000",16+,0.16,"Distressed, Debt, Origination",Japan,3/1/13,2013,JPY
High Yield Debt,Fortress Investment Group,Fortress Investment Group,http://live.dbpedia.org/resource/Fortress_Investment_Group,http://live.dbpedia.org/data/Fortress_Investment_Group.json,Fortress Japan Opportunity Fund 2,Thomas Pulley,81-36-438-4400,"1,233,000,000","528,071,951",0,16+,0.16,Distressed,Japan,1/11/12,2012,
High Yield Debt,G4 Capital,,,,G4 Capital Partners Fund 2,Jason Behfarin,516-931-0095,"250,000,000",0,0,14-16,0.14,Bridge Loans,United States,3/1/13,2013,USD
High Yield Debt,G4 Capital,,,,G4 Capital Partners Fund 2,Jason Behfarin,516-931-0095,"150,000,000",,,14-16,0.14,Debt,Southeastern United States,1/11/11,2011,
High Yield Debt,G4 Capital,,,,G4 Capital Partners Fund 2,Jason Behfarin,516-931-0095,"200,000,000",0,0,14-16,0.14,Debt,United States,1/11/12,2012,
High Yield Debt,Garrison Investment,,,,Garrison Real Estate Fund 2,Steve Stuart,212-372-9510,"500,000,000",,,20+,0.20,Debt,China,1/11/11,2011,
High Yield Debt,Garrison Investment,,,,Garrison Real Estate Fund 2,Steve Stuart,212-372-9510,"575,000,000","575,000,000","57,500,000",20+,0.20,Distressed,United States,1/11/12,2012,
High Yield Debt,GE Capital,GE Capital,http://live.dbpedia.org/resource/GE_Capital,http://live.dbpedia.org/data/GE_Capital.json,GE Capital Real Estate Debt REIT,Skip Wells,203-750-2944,"445,000,000","445,000,000","98,000,000",11,0.11,Mezzanine Loans,"United States, Canada",3/1/13,2013,USD
High Yield Debt,GE Capital,GE Capital,http://live.dbpedia.org/resource/GE_Capital,http://live.dbpedia.org/data/GE_Capital.json,GE Capital Real Estate Debt Fund,Skip Wells,203-750-2944,"3,000,000,000",,,10-12,0.10,Debt,"Denmark, Finland, Norway, Sweden",1/11/12,2012,
High Yield Debt,GE Capital,GE Capital,http://live.dbpedia.org/resource/GE_Capital,http://live.dbpedia.org/data/GE_Capital.json,GE Capital Real Estate Debt Fund,Skip Wells,203-750-2944,"500,000,000",,,11-13,0.11,Debt,"United States, Canada, Mexico",1/11/12,2012,
High Yield Debt,H/2 Capital,,,,H/2 Special Opportunities Fund 2,Spencer Haber,203-569-4000,"1,200,000,000","1,200,000,000",0,15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
High Yield Debt,H/2 Capital,,,,H/2 Special Opportunities Fund 2,Spencer Haber,203-569-4000,"750,000,000","250,000,000",0,15,0.15,Office,United States,1/11/12,2012,
High Yield Debt,Hillenbrand Partners,,,,"Hillenbrand Partners, Unnamed Vehicle",Eric Hillenbrand,312-920-9600,"300,000,000","200,000,000",0,16+,0.16,"CMBS, B Pieces, Debt",United States,3/1/13,2013,USD
High Yield Debt,Hudson Realty Capital,,,,Hudson Realty Capital Fund 5,Spencer Garfield,212-532-3553,"250,000,000","250,000,000","150,000,000",14-16,0.14,"Mezzanine Loans, Preferred Equity, Distressed, Debt",United States,3/1/13,2013,USD
High Yield Debt,Hudson Realty Capital,,,,Hudson Realty Capital Fund 5,Spencer Garfield,212-532-3553,"250,000,000","250,000,000","125,000,000",14-16,0.14,"Debt, Preferred Equity","United States, Other",1/11/12,2012,
High Yield Debt,Hudson Realty Capital,,,,Hudson Realty Capital Fund 5,Spencer Garfield,212-532-3553,"300,000,000","200,000,000",,14-16,0.14,Mezzanine Loans,United States,1/11/11,2011,
High Yield Debt,Invesco Ltd.,Invesco Ltd.,http://live.dbpedia.org/class/yago/Invesco,http://live.dbpedia.org/class/yago/Invesco.json,Invesco Real Estate Debt Fund 3,Scott Dennis,972-715-7400,"300,000,000",0,0,12,0.12,"CMBS, Debt, Preferred Equity",United States,3/1/13,2013,USD
High Yield Debt,Invesco Ltd.,Invesco Ltd.,http://live.dbpedia.org/class/yago/Invesco,http://live.dbpedia.org/class/yago/Invesco.json,Invesco Real Estate Debt Fund 3,Scott Dennis,972-715-7400,"300,000,000",,,12,0.12,Debt,"Washington D.C., Maryland, Northern Virginia",1/11/12,2012,
High Yield Debt,Invesco Ltd.,Invesco Ltd.,http://live.dbpedia.org/class/yago/Invesco,http://live.dbpedia.org/class/yago/Invesco.json,Invesco Real Estate Debt Fund 3,Scott Dennis,972-715-7400,"300,000,000",0,0,12,0.12,Debt,United States,1/11/12,2012,
